name,phone,website,full address,city,state,zip,latitude,longitude,google rating,review count,category,hours,is_24_7,is_mobile,dupe_count
"National Fleet Management, Inc.",+1 704-883-8385,https://www.nationalfleetmgt.com/%3Futm_campaign%3Dgmb,"1426 Northside Dr, Statesville, NC 28625",Statesville,North Carolina,28625,35.7998158,-80.9164806,4,25,Truck repair shop,Friday: ['7AM-12AM']; Monday: ['7AM-12AM']; Saturday: ['8AM-4PM']; Sunday: ['Closed']; Thursday: ['7AM-12AM']; Tuesday: ['7AM-12AM']; Wednesday: ['7AM-12AM'],no,no,2
Parrish Truck Tire Center,+1 704-872-6565,https://parrishtrucktires.com/,"1336 Northside Dr, Statesville, NC 28625",Statesville,North Carolina,28625,35.8006739,-80.9132202,4.7,167,Truck repair shop,Friday: ['7:30AM-5PM']; Monday: ['7:30AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7:30AM-5PM']; Tuesday: ['7:30AM-5PM']; Wednesday: ['7:30AM-5PM'],no,no,1
Ramsey Mobile Affordable Services LLC,+1 980-223-2781,https://ramseymobileservices.squarespace.com/,"1110 Freedom Rd, Statesville, NC 28625",Statesville,North Carolina,28625,35.7805572,-80.841855,4.2,5,Mechanic,Friday: ['8AM-1PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['9AM-1PM']; Thursday: ['9AM-5PM']; Tuesday: ['Closed']; Wednesday: ['9AM-5PM'],no,yes,1
"Randy Marion Ford Lincoln, LLC Lincoln Service",+1 704-897-0801,https://www.randymarionford.com/%3Futm_source%3Dgmbsvc%26utm_medium%3Dsocial%26mcmid%3Dgmbsvc,"1030 Gateway Crossing Dr, Statesville, NC 28677",Statesville,North Carolina,28677,35.7770276,-80.8664731,4.8,456,Auto repair shop,Friday: ['7:30AM-8PM']; Monday: ['7:30AM-8PM']; Saturday: ['8AM-4PM']; Sunday: ['Closed']; Thursday: ['7:30AM-8PM']; Tuesday: ['7:30AM-8PM']; Wednesday: ['7:30AM-8PM'],no,no,1
"Southeast Utility Trailer, LLC",+1 704-838-1144,https://southeastutilitytrailer.com/,"2956 Amity Hill Rd, Statesville, NC 28677",Statesville,North Carolina,28677,35.7227702,-80.8562098,4.2,95,Trailer repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Statesville Truck Trailer,+1 704-872-9151,,"2200 International Dr, Statesville, NC 28625",Statesville,North Carolina,28625,35.8102278,-80.8478207,4.4,18,Truck repair shop,,no,no,2
Tarheel Tire & Auto,+1 704-883-5774,https://tarheelcustomz.com/,"264 Wilson Park Rd, Statesville, NC 28625",Statesville,North Carolina,28625,35.8144416,-80.8403885,4.8,60,Truck repair shop,Friday: ['8AM-5:30PM']; Monday: ['8AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5:30PM']; Tuesday: ['8AM-5:30PM']; Wednesday: ['8AM-5:30PM'],no,no,1
Ultimate Towing & Recovery,+1 704-380-2613,https://ultimatetows.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb-statesville%26utm_campaign%3Dweb-click,"1112 Johnson Dr, Statesville, NC 28677",Statesville,North Carolina,28677,35.7725719,-80.9097775,4.4,255,Towing service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
We Do Diesels Plus,+1 704-546-2525,https://wedodieselsllc.com/,"268 Hayes Farm Rd, Statesville, NC 28625",Statesville,North Carolina,28625,35.9050331,-80.7142562,4.5,22,Truck repair shop,Friday: ['7AM-3:30PM']; Monday: ['8AM-4:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4:30PM']; Tuesday: ['8AM-4:30PM']; Wednesday: ['8AM-4:30PM'],no,no,1
Wompn Diesel Mobile Diesel Service,+1 704-516-1240,,"151 Sams Way, Statesville, NC 28625",Statesville,North Carolina,28625,35.8425405,-80.9468869,5,51,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Mangum's Truck & Auto,+1 919-528-3310,,"1191 Julian Daniel Rd, Stem, NC 27581",Stem,North Carolina,27581,36.181594,-78.7344688,4.8,82,Truck repair shop,Friday: ['8AM-6PM']; Monday: ['8AM-6PM']; Saturday: ['8:30AM-2PM']; Sunday: ['Closed']; Thursday: ['8AM-6PM']; Tuesday: ['8AM-6PM']; Wednesday: ['8AM-6PM'],no,no,1
Oliver Diesel & Auto Repair,+1 336-644-9200,http://www.oliverdieselnc.com/,"7779 NC-68, Stokesdale, NC 27357",Stokesdale,North Carolina,27357,36.2272818,-79.9902956,4.6,,Auto repair shop,Thursday: ['7:30AM-5:30PM'],no,no,1
W & W Diesel,+1 910-754-8086,http://wwdieselservice.com/,"2270 Ocean Hwy W Ste 1, Supply, NC 28462",Supply,North Carolina,28462,33.9944994,-78.3436568,4.9,36,Diesel engine repair service,Friday: ['8AM-4PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
ACE ROADSIDE SERVICE,+1 828-606-5978,https://aceroadsideservice.com/,"111 Old Patton Cove Rd, Swannanoa, NC 28778",Swannanoa,North Carolina,28778,35.5963022,-82.4053626,4.4,71,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Valley Truck Service,+1 828-686-7003,http://www.valleytruckservice.net/,"2780 US-70, Swannanoa, NC 28778",Swannanoa,North Carolina,28778,35.6015014,-82.370079,4.8,70,Truck repair shop,Friday: ['Closed']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Foothills RV Repair Inc,+1 828-635-0060,,"1207 Carrigan Rd, Taylorsville, NC 28681",Taylorsville,North Carolina,28681,35.8983413,-81.198256,4.7,35,RV repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
BJ’S Camper & RV Repair LLC,+1 336-554-0204,https://m.facebook.com/profile.php/%3Fid%3D100089902931788,"1490 National Hwy, Thomasville, NC 27360",Thomasville,North Carolina,27360,35.9263016,-80.0565638,5,129,RV repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
NC Trailers,+1 336-475-5054,https://nctrailers.com/,"221 Boots Evans Rd, Thomasville, NC 27360",Thomasville,North Carolina,27360,35.8710301,-80.1565029,4.8,1643,Trailer repair shop,Friday: ['9AM-5:30PM']; Monday: ['9AM-5:30PM']; Saturday: ['9AM-2PM']; Sunday: ['Closed']; Thursday: ['9AM-5:30PM']; Tuesday: ['9AM-5:30PM']; Wednesday: ['9AM-5:30PM'],no,no,1
"Pure Diesel Repair, Inc.",+1 336-448-0324,https://puredieselnc.com/,"360 Commercial Park Dr, Thomasville, NC 27360",Thomasville,North Carolina,27360,35.8331214,-80.0763832,4.9,68,Diesel engine repair service,Friday: ['8AM-12PM']; Monday: ['7:30AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7:30AM-5:30PM']; Tuesday: ['7:30AM-5:30PM']; Wednesday: ['7:30AM-5:30PM'],no,no,1
Thomasville Diesel Truck Service,+1 336-889-5388,http://www.thomasvillediesel.com/,"7 Teague Rd, Thomasville, NC 27360",Thomasville,North Carolina,27360,35.9208262,-80.0598809,4.4,78,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Campfire RV Service & Repair LLC,+1 919-698-3507,http://www.campfirervservicerepair.com/,"83 Rocky Bluff Ln, Timberlake, NC 27583",Timberlake,North Carolina,27583,36.2747643,-78.9279042,5,17,RV repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
"First Response RV Services, LLC",+1 336-685-1514,http://www.frrvs.com/,"Lynn Cir W, Trinity, NC 27370",Trinity,North Carolina,27370,35.8167257,-80.0341709,5,8,RV repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
"Express Mobile Truck Repair, LLC.",+1 919-603-7059,,"1304 Teacup Spring Ct, Wake Forest, NC 27587",Wake Forest,North Carolina,27587,35.9518429,-78.4643936,3.6,13,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Raleigh Auto Electrical & Diagnostics,+1 919-292-4843,http://raleighautoelectrical.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,"5103 Unicon Dr Ste E, Wake Forest, NC 27587",Wake Forest,North Carolina,27587,35.9271814,-78.5376978,4.9,131,Auto repair shop,Friday: ['9AM-7PM']; Monday: ['9AM-7PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-7PM']; Tuesday: ['9AM-7PM']; Wednesday: ['9AM-7PM'],no,no,1
I-40 Truck & Trailer Repair,+1 828-926-5590,http://i40trucktrailerrepair.com/,"2470 Crabtree Rd, Waynesville, NC 28785",Waynesville,North Carolina,28785,35.5555766,-82.9517995,4.8,56,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Circle G Trailer Repair,+1 919-604-5076,,"9529 Earpsboro Chamblee Rd, Wendell, NC 27591",Wendell,North Carolina,27591,35.7876014,-78.3146293,4.8,18,Trailer repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Wheel Works (Mobile Trailer Repair Shop),+1 919-365-5500,https://www.wheelworksnc.com/,"6300 Robertson Pond Rd, Wendell, NC 27591",Wendell,North Carolina,27591,35.8161235,-78.4154416,4.5,8,Trailer repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,yes,1
TA Truck Service,+1 336-449-6060,https://www.ta-petro.com/,"1101 NC-61, Whitsett, NC 27377",Whitsett,North Carolina,27377,36.0637422,-79.5629869,3.9,747,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,2
Trailer Labs,+1 919-628-8569,https://trailerlabs.co/,"175 Roping Horn Way, Willow Spring, NC 27592",Willow Spring,North Carolina,27592,35.541501,-78.5732491,4.9,78,Trailer repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
A & B Performance LLC,+1 910-508-4875,,"6413 Windmill Way suite a, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2589451,-77.8459881,4.6,22,Auto repair shop,Friday: ['9AM-6PM']; Monday: ['9AM-6PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-6PM']; Tuesday: ['9AM-6PM']; Wednesday: ['9AM-6PM'],no,no,1
ARCHERS HEAVY HAULING AND DIESEL REPAIR,+1 910-599-8896,,"2012 Castle Hayne Rd, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.2759867,-77.9246295,3.6,16,Diesel engine repair service,Friday: ['8:30AM-5:30PM']; Monday: ['8:30AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8:30AM-5:30PM']; Tuesday: ['8:30AM-5:30PM']; Wednesday: ['8:30AM-5:30PM'],no,no,1
Advanced Automotive & RV,+1 910-452-4661,http://www.advancedautomotiveonline.net/,"6503 Windmill Way, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2597304,-77.8437155,4.9,67,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Advanced Maintenance,+1 888-452-9206,http://advancedmaintenance.com/locations_nc_wilmington.html,"2820 N Kerr Ave, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2904132,-77.8995627,3.2,25,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
All Motors Automotive,+1 910-769-0476,http://www.allmotorsautomotive.com/,"3301 Kitty Hawk Rd, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.294235,-77.899814,4.9,140,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Bluewater Marine & RV Service & Transport,+1 910-256-8328,http://www.bluewater-marine-rv.com/,"2010 Capital Dr, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2813679,-77.8748742,4.5,8,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-5PM']; Sunday: ['8AM-5PM']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Boaty's Boat House,+1 910-395-2350,http://www.boatysboathouse.com/,"1200 Castle Hayne Rd, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.2590276,-77.9385892,3,4,Boat repair shop,Friday: ['7:30AM-6:30PM']; Monday: ['7:30AM-6:30PM']; Saturday: ['9AM-1PM']; Sunday: ['Closed']; Thursday: ['7:30AM-6:30PM']; Tuesday: ['7:30AM-6:30PM']; Wednesday: ['7:30AM-6:30PM'],no,no,1
Brand New Brakes - Mobile Brake Repair,+1 910-398-2716,http://www.brandnewbrakes.com/,"2509 College Rd Unit C, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1988803,-77.8883358,5,603,Brake shop,Friday: ['8AM-9PM']; Monday: ['8AM-9PM']; Saturday: ['10AM-9PM']; Sunday: ['10AM-9PM']; Thursday: ['8AM-9PM']; Tuesday: ['8AM-9PM']; Wednesday: ['8AM-9PM'],no,yes,1
Bryant & Sons Unlimited Inc.,+1 910-362-0320,https://www.bryantsons.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,"351 Shipyard Blvd, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1919529,-77.9385326,4.2,59,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Bulldog RV Solutions LLC,+1 910-232-6890,https://bulldogrvsolutions.com/,"4914 Carol St, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1464523,-77.9116025,4.9,88,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-12PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Cape Fear Auto Clinic & Tires,+1 910-789-0450,http://capefearautoclinic.com/,"120 Bryan Rd, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1704889,-77.9445242,4.8,110,Auto repair shop,Friday: ['9AM-5:30PM']; Monday: ['9AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5:30PM']; Tuesday: ['9AM-5:30PM']; Wednesday: ['9AM-5:30PM'],no,yes,2
Cape Fear Customs,+1 910-769-6900,https://www.capefearcustoms.com/,"6121 Market St, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2541246,-77.8502454,4.9,729,Auto repair shop,Friday: ['8AM-5:30PM']; Monday: ['8AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5:30PM']; Tuesday: ['8AM-5:30PM']; Wednesday: ['8AM-5:30PM'],no,no,1
Cape Fear Services Center Inc,+1 910-343-8668,,"2102 US-421, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.203324,-77.9408317,5,1,Truck repair shop,,no,no,1
Carolina Coastal Marine,+1 910-809-2628,http://carolinacoastalmarine.com/,"405 Cornelius Harnett Dr Ste 1, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.2539194,-77.9457107,5,157,Boat repair shop,Friday: ['Closed']; Monday: ['Closed']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4PM']; Tuesday: ['8AM-4PM']; Wednesday: ['8AM-4PM'],no,no,1
"Clarke Power Services, Inc.",+1 910-392-7220,https://www.clarkepowerservices.com/locations/wilmington-nc,"6725 Netherlands Dr, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.263142,-77.836947,4.7,26,Truck repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
Class a rv,+1 910-524-3928,,"519 1/2 Silver Lake Rd, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.144,-77.9108301,5,1,RV repair shop,Friday: ['8AM-6PM']; Monday: ['8AM-6PM']; Saturday: ['8AM-6PM']; Sunday: ['8AM-6PM']; Thursday: ['8AM-6PM']; Tuesday: ['8AM-6PM']; Wednesday: ['8AM-6PM'],yes,no,2
Coastal Carrier Moving & Storage Company,+1 910-996-3361,https://coastalcarrier.com/nc/wilmington-movers/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlisting%26utm_content%3Dwilmington,"3121 Wrightsville Ave, Wilmington, NC 28403",Wilmington,North Carolina,28403,34.225329,-77.9040905,4.9,1006,Mover,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Coastal Rebuilders,+1 910-762-4335,https://coastalrebuilders.com/,"38 Covil Ave, Wilmington, NC 28403",Wilmington,North Carolina,28403,34.2387395,-77.9046612,4.8,217,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Current Marine LLC,+1 910-297-7139,,"6428 Amsterdam Way, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2607342,-77.8442769,5,166,Boat repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
D&G Express Mobile Mechanic,+1 317-954-2195,https://dgexpressauto.com/,"1705 S 41st St, Wilmington, NC 28403",Wilmington,North Carolina,28403,34.2064137,-77.8954852,4.9,40,Auto repair shop,Friday: ['8AM-6PM']; Monday: ['8AM-6PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-6PM']; Tuesday: ['8AM-6PM']; Wednesday: ['8AM-6PM'],no,yes,1
DeMann Marine Power,+1 910-791-6222,http://demannmarine.com/,"107 Bryan Rd, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1709799,-77.9476505,5,14,Marine supply store,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Diesel Parts of Carolina,+1 910-251-8202,,"5220 US-421, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.3228168,-77.9931193,4.6,41,Diesel engine dealer,Friday: ['7AM-4:30PM']; Monday: ['7AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-5PM']; Tuesday: ['7AM-5PM']; Wednesday: ['7AM-5PM'],no,no,1
Double D Trailers (Horse Trailers),+1 910-444-2880,https://www.doubledtrailers.com/about-us/,"7719 Market St, Wilmington, NC 28404",Wilmington,North Carolina,28404,34.285464,-77.806995,4.7,61,Trailer manufacturer,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
East Carolina Off-Road,+1 910-821-5222,http://www.eastcarolinaoffroadandfabrication.com/,"6418 Market St, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2554594,-77.8428476,4.9,122,Truck accessories store,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
East Coast Autos and Trailers,+1 910-762-4555,http://www.eastcoastautosandtrailers.com/,"2535 Blue Clay Rd, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2846721,-77.9142857,4.5,184,Trailer repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['9AM-2PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
East Coast Euro Werks,+1 910-859-7757,http://www.eceurowerks.com/,"5737 Oleander Dr, Wilmington, NC 28403",Wilmington,North Carolina,28403,34.20951,-77.8480958,4.9,813,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
FleetPride,+1 910-762-8761,https://branches.fleetpride.com/nc/wilmington/truckparts-wnc.html,"3234 US-421, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.2868811,-77.9657797,4.3,44,Truck parts supplier,Friday: ['7:30AM-5PM']; Monday: ['7:30AM-5PM']; Saturday: ['8AM-12PM']; Sunday: ['Closed']; Thursday: ['7:30AM-5PM']; Tuesday: ['7:30AM-5PM']; Wednesday: ['7:30AM-5PM'],no,no,1
Hospital Automotive Car Care,+1 910-343-4231,http://www.hospitalautomotive.com/,"46 Covil Ave, Wilmington, NC 28403",Wilmington,North Carolina,28403,34.2382183,-77.9049274,4.9,83,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Howard RV Center,+1 910-791-5371,http://www.hrvc.com/,"6811 Market St, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2604151,-77.8321998,4.4,248,RV dealer,Friday: ['8:30AM-5PM']; Monday: ['8:30AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8:30AM-5PM']; Tuesday: ['8:30AM-5PM']; Wednesday: ['8:30AM-5PM'],no,no,1
Howard RV Center - Service Dept.,+1 910-792-6911,http://www.hrvc.com/,"6811 Market St building b, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2607337,-77.8325303,4.6,5,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Injector Renew 2,+1 910-200-5763,http://www.injectorrenew2.com/,"6421 Berridge Dr, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1016236,-77.90088,4.8,5,Boat repair shop,,no,no,1
JBE Marine,+1 910-371-8528,https://www.jbemarine.com/,"1536 Castle Hayne Rd Ste 19, Wilmington, NC 28401",Wilmington,North Carolina,28401,34.2660835,-77.9264609,5,3,Boat repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Jake The Mobile Mechanic,+1 910-374-0062,,"5550 Carolina Beach Rd, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1391484,-77.8963748,4.8,58,Mechanic,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,yes,1
Kennedy Automotive Services,+1 910-799-4441,http://www.kennedyautomotive.com/,"3715 Carolina Beach Rd, Wilmington, NC 28412",Wilmington,North Carolina,28412,34.1785275,-77.9263662,4.9,349,Auto repair shop,Friday: ['8AM-4PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Labriola's Automotive,+1 910-297-2590,http://labriolasauto.com/,"6608-3 Windmill Way, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2591858,-77.841212,4.9,476,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Leonard Truck Outfitters,+1 910-392-4921,http://leonardusa.com/,"5705 Market St, Wilmington, NC 28405",Wilmington,North Carolina,28405,34.2494525,-77.8618722,4.5,314,Truck accessories store,Friday: ['8:30AM-6PM']; Monday: ['8:30AM-6PM']; Saturday: ['9AM-3PM']; Sunday: ['Closed']; Thursday: ['8:30AM-6PM']; Tuesday: ['8:30AM-6PM']; Wednesday: ['8:30AM-6PM'],no,no,1
